Time.[DayKey],Time.[Day],Time.[WeekKey],Time.[Week]
2/19/2020 12:00:00 AM,19-Feb-20,2/16/2020 12:00:00 AM,Feb WK03 2020
2/20/2020 12:00:00 AM,20-Feb-20,2/16/2020 12:00:00 AM,Feb WK03 2020
2/21/2020 12:00:00 AM,21-Feb-20,2/16/2020 12:00:00 AM,Feb WK03 2020
2/22/2020 12:00:00 AM,22-Feb-20,2/16/2020 12:00:00 AM,Feb WK03 2020
2/23/2020 12:00:00 AM,23-Feb-20,2/23/2020 12:00:00 AM,Feb WK04 2020
2/24/2020 12:00:00 AM,24-Feb-20,2/23/2020 12:00:00 AM,Feb WK04 2020
2/25/2020 12:00:00 AM,25-Feb-20,2/23/2020 12:00:00 AM,Feb WK04 2020
2/26/2020 12:00:00 AM,26-Feb-20,2/23/2020 12:00:00 AM,Feb WK04 2020
2/27/2020 12:00:00 AM,27-Feb-20,2/23/2020 12:00:00 AM,Feb WK04 2020
2/28/2020 12:00:00 AM,28-Feb-20,2/23/2020 12:00:00 AM,Feb WK04 2020
2/29/2020 12:00:00 AM,29-Feb-20,2/23/2020 12:00:00 AM,Feb WK04 2020
3/1/2020 12:00:00 AM,01-Mar-20,3/1/2020 12:00:00 AM,Feb WK05 2020
3/2/2020 12:00:00 AM,02-Mar-20,3/1/2020 12:00:00 AM,Feb WK05 2020
3/3/2020 12:00:00 AM,03-Mar-20,3/1/2020 12:00:00 AM,Feb WK05 2020
3/4/2020 12:00:00 AM,04-Mar-20,3/1/2020 12:00:00 AM,Feb WK05 2020
3/5/2020 12:00:00 AM,05-Mar-20,3/1/2020 12:00:00 AM,Feb WK05 2020
3/6/2020 12:00:00 AM,06-Mar-20,3/1/2020 12:00:00 AM,Feb WK05 2020
3/7/2020 12:00:00 AM,07-Mar-20,3/1/2020 12:00:00 AM,Feb WK05 2020
3/8/2020 12:00:00 AM,08-Mar-20,3/8/2020 12:00:00 AM,Mar WK01 2020
3/9/2020 12:00:00 AM,09-Mar-20,3/8/2020 12:00:00 AM,Mar WK01 2020
3/10/2020 12:00:00 AM,10-Mar-20,3/8/2020 12:00:00 AM,Mar WK01 2020
3/11/2020 12:00:00 AM,11-Mar-20,3/8/2020 12:00:00 AM,Mar WK01 2020
3/12/2020 12:00:00 AM,12-Mar-20,3/8/2020 12:00:00 AM,Mar WK01 2020
3/13/2020 12:00:00 AM,13-Mar-20,3/8/2020 12:00:00 AM,Mar WK01 2020
3/14/2020 12:00:00 AM,14-Mar-20,3/8/2020 12:00:00 AM,Mar WK01 2020
3/15/2020 12:00:00 AM,15-Mar-20,3/15/2020 12:00:00 AM,Mar WK02 2020
3/16/2020 12:00:00 AM,16-Mar-20,3/15/2020 12:00:00 AM,Mar WK02 2020
3/17/2020 12:00:00 AM,17-Mar-20,3/15/2020 12:00:00 AM,Mar WK02 2020
3/18/2020 12:00:00 AM,18-Mar-20,3/15/2020 12:00:00 AM,Mar WK02 2020
3/19/2020 12:00:00 AM,19-Mar-20,3/15/2020 12:00:00 AM,Mar WK02 2020
3/20/2020 12:00:00 AM,20-Mar-20,3/15/2020 12:00:00 AM,Mar WK02 2020
3/21/2020 12:00:00 AM,21-Mar-20,3/15/2020 12:00:00 AM,Mar WK02 2020
3/22/2020 12:00:00 AM,22-Mar-20,3/22/2020 12:00:00 AM,Mar WK03 2020
3/23/2020 12:00:00 AM,23-Mar-20,3/22/2020 12:00:00 AM,Mar WK03 2020
3/24/2020 12:00:00 AM,24-Mar-20,3/22/2020 12:00:00 AM,Mar WK03 2020
3/25/2020 12:00:00 AM,25-Mar-20,3/22/2020 12:00:00 AM,Mar WK03 2020
3/26/2020 12:00:00 AM,26-Mar-20,3/22/2020 12:00:00 AM,Mar WK03 2020
3/27/2020 12:00:00 AM,27-Mar-20,3/22/2020 12:00:00 AM,Mar WK03 2020
3/28/2020 12:00:00 AM,28-Mar-20,3/22/2020 12:00:00 AM,Mar WK03 2020
3/29/2020 12:00:00 AM,29-Mar-20,3/29/2020 12:00:00 AM,Mar WK04 2020
3/30/2020 12:00:00 AM,30-Mar-20,3/29/2020 12:00:00 AM,Mar WK04 2020
3/31/2020 12:00:00 AM,31-Mar-20,3/29/2020 12:00:00 AM,Mar WK04 2020
4/1/2020 12:00:00 AM,01-Apr-20,3/29/2020 12:00:00 AM,Mar WK04 2020
4/2/2020 12:00:00 AM,02-Apr-20,3/29/2020 12:00:00 AM,Mar WK04 2020
4/3/2020 12:00:00 AM,03-Apr-20,3/29/2020 12:00:00 AM,Mar WK04 2020
4/4/2020 12:00:00 AM,04-Apr-20,3/29/2020 12:00:00 AM,Mar WK04 2020
4/5/2020 12:00:00 AM,05-Apr-20,4/5/2020 12:00:00 AM,Apr WK01 2020
4/6/2020 12:00:00 AM,06-Apr-20,4/5/2020 12:00:00 AM,Apr WK01 2020
4/7/2020 12:00:00 AM,07-Apr-20,4/5/2020 12:00:00 AM,Apr WK01 2020
4/8/2020 12:00:00 AM,08-Apr-20,4/5/2020 12:00:00 AM,Apr WK01 2020
4/9/2020 12:00:00 AM,09-Apr-20,4/5/2020 12:00:00 AM,Apr WK01 2020
4/10/2020 12:00:00 AM,10-Apr-20,4/5/2020 12:00:00 AM,Apr WK01 2020
4/11/2020 12:00:00 AM,11-Apr-20,4/5/2020 12:00:00 AM,Apr WK01 2020
4/12/2020 12:00:00 AM,12-Apr-20,4/12/2020 12:00:00 AM,Apr WK02 2020
4/13/2020 12:00:00 AM,13-Apr-20,4/12/2020 12:00:00 AM,Apr WK02 2020
4/14/2020 12:00:00 AM,14-Apr-20,4/12/2020 12:00:00 AM,Apr WK02 2020
4/15/2020 12:00:00 AM,15-Apr-20,4/12/2020 12:00:00 AM,Apr WK02 2020
4/16/2020 12:00:00 AM,16-Apr-20,4/12/2020 12:00:00 AM,Apr WK02 2020
4/17/2020 12:00:00 AM,17-Apr-20,4/12/2020 12:00:00 AM,Apr WK02 2020
4/18/2020 12:00:00 AM,18-Apr-20,4/12/2020 12:00:00 AM,Apr WK02 2020
4/19/2020 12:00:00 AM,19-Apr-20,4/19/2020 12:00:00 AM,Apr WK03 2020
4/20/2020 12:00:00 AM,20-Apr-20,4/19/2020 12:00:00 AM,Apr WK03 2020
4/21/2020 12:00:00 AM,21-Apr-20,4/19/2020 12:00:00 AM,Apr WK03 2020
4/22/2020 12:00:00 AM,22-Apr-20,4/19/2020 12:00:00 AM,Apr WK03 2020
4/23/2020 12:00:00 AM,23-Apr-20,4/19/2020 12:00:00 AM,Apr WK03 2020
4/24/2020 12:00:00 AM,24-Apr-20,4/19/2020 12:00:00 AM,Apr WK03 2020
4/25/2020 12:00:00 AM,25-Apr-20,4/19/2020 12:00:00 AM,Apr WK03 2020
4/26/2020 12:00:00 AM,26-Apr-20,4/26/2020 12:00:00 AM,Apr WK04 2020
4/27/2020 12:00:00 AM,27-Apr-20,4/26/2020 12:00:00 AM,Apr WK04 2020
4/28/2020 12:00:00 AM,28-Apr-20,4/26/2020 12:00:00 AM,Apr WK04 2020
4/29/2020 12:00:00 AM,29-Apr-20,4/26/2020 12:00:00 AM,Apr WK04 2020
4/30/2020 12:00:00 AM,30-Apr-20,4/26/2020 12:00:00 AM,Apr WK04 2020
5/1/2020 12:00:00 AM,01-May-20,4/26/2020 12:00:00 AM,Apr WK04 2020
5/2/2020 12:00:00 AM,02-May-20,4/26/2020 12:00:00 AM,Apr WK04 2020
5/3/2020 12:00:00 AM,03-May-20,5/3/2020 12:00:00 AM,May WK01 2020
5/4/2020 12:00:00 AM,04-May-20,5/3/2020 12:00:00 AM,May WK01 2020
5/5/2020 12:00:00 AM,05-May-20,5/3/2020 12:00:00 AM,May WK01 2020
5/6/2020 12:00:00 AM,06-May-20,5/3/2020 12:00:00 AM,May WK01 2020
5/7/2020 12:00:00 AM,07-May-20,5/3/2020 12:00:00 AM,May WK01 2020
5/8/2020 12:00:00 AM,08-May-20,5/3/2020 12:00:00 AM,May WK01 2020
5/9/2020 12:00:00 AM,09-May-20,5/3/2020 12:00:00 AM,May WK01 2020
5/10/2020 12:00:00 AM,10-May-20,5/10/2020 12:00:00 AM,May WK02 2020
5/11/2020 12:00:00 AM,11-May-20,5/10/2020 12:00:00 AM,May WK02 2020
5/12/2020 12:00:00 AM,12-May-20,5/10/2020 12:00:00 AM,May WK02 2020
5/13/2020 12:00:00 AM,13-May-20,5/10/2020 12:00:00 AM,May WK02 2020
5/14/2020 12:00:00 AM,14-May-20,5/10/2020 12:00:00 AM,May WK02 2020
5/15/2020 12:00:00 AM,15-May-20,5/10/2020 12:00:00 AM,May WK02 2020
5/16/2020 12:00:00 AM,16-May-20,5/10/2020 12:00:00 AM,May WK02 2020
5/17/2020 12:00:00 AM,17-May-20,5/17/2020 12:00:00 AM,May WK03 2020
5/18/2020 12:00:00 AM,18-May-20,5/17/2020 12:00:00 AM,May WK03 2020
5/19/2020 12:00:00 AM,19-May-20,5/17/2020 12:00:00 AM,May WK03 2020
5/20/2020 12:00:00 AM,20-May-20,5/17/2020 12:00:00 AM,May WK03 2020
5/21/2020 12:00:00 AM,21-May-20,5/17/2020 12:00:00 AM,May WK03 2020
5/22/2020 12:00:00 AM,22-May-20,5/17/2020 12:00:00 AM,May WK03 2020
5/23/2020 12:00:00 AM,23-May-20,5/17/2020 12:00:00 AM,May WK03 2020
5/24/2020 12:00:00 AM,24-May-20,5/24/2020 12:00:00 AM,May WK04 2020
5/25/2020 12:00:00 AM,25-May-20,5/24/2020 12:00:00 AM,May WK04 2020
5/26/2020 12:00:00 AM,26-May-20,5/24/2020 12:00:00 AM,May WK04 2020
5/27/2020 12:00:00 AM,27-May-20,5/24/2020 12:00:00 AM,May WK04 2020
5/28/2020 12:00:00 AM,28-May-20,5/24/2020 12:00:00 AM,May WK04 2020
5/29/2020 12:00:00 AM,29-May-20,5/24/2020 12:00:00 AM,May WK04 2020
5/30/2020 12:00:00 AM,30-May-20,5/24/2020 12:00:00 AM,May WK04 2020
5/31/2020 12:00:00 AM,31-May-20,5/31/2020 12:00:00 AM,May WK05 2020
6/1/2020 12:00:00 AM,01-Jun-20,5/31/2020 12:00:00 AM,May WK05 2020
6/2/2020 12:00:00 AM,02-Jun-20,5/31/2020 12:00:00 AM,May WK05 2020
6/3/2020 12:00:00 AM,03-Jun-20,5/31/2020 12:00:00 AM,May WK05 2020
6/4/2020 12:00:00 AM,04-Jun-20,5/31/2020 12:00:00 AM,May WK05 2020
6/5/2020 12:00:00 AM,05-Jun-20,5/31/2020 12:00:00 AM,May WK05 2020
6/6/2020 12:00:00 AM,06-Jun-20,5/31/2020 12:00:00 AM,May WK05 2020
6/7/2020 12:00:00 AM,07-Jun-20,6/7/2020 12:00:00 AM,Jun WK01 2020
6/8/2020 12:00:00 AM,08-Jun-20,6/7/2020 12:00:00 AM,Jun WK01 2020
6/9/2020 12:00:00 AM,09-Jun-20,6/7/2020 12:00:00 AM,Jun WK01 2020
6/10/2020 12:00:00 AM,10-Jun-20,6/7/2020 12:00:00 AM,Jun WK01 2020
6/11/2020 12:00:00 AM,11-Jun-20,6/7/2020 12:00:00 AM,Jun WK01 2020
6/12/2020 12:00:00 AM,12-Jun-20,6/7/2020 12:00:00 AM,Jun WK01 2020
6/13/2020 12:00:00 AM,13-Jun-20,6/7/2020 12:00:00 AM,Jun WK01 2020
6/14/2020 12:00:00 AM,14-Jun-20,6/14/2020 12:00:00 AM,Jun WK02 2020
6/15/2020 12:00:00 AM,15-Jun-20,6/14/2020 12:00:00 AM,Jun WK02 2020
6/16/2020 12:00:00 AM,16-Jun-20,6/14/2020 12:00:00 AM,Jun WK02 2020
6/17/2020 12:00:00 AM,17-Jun-20,6/14/2020 12:00:00 AM,Jun WK02 2020
6/18/2020 12:00:00 AM,18-Jun-20,6/14/2020 12:00:00 AM,Jun WK02 2020
6/19/2020 12:00:00 AM,19-Jun-20,6/14/2020 12:00:00 AM,Jun WK02 2020
6/20/2020 12:00:00 AM,20-Jun-20,6/14/2020 12:00:00 AM,Jun WK02 2020
6/21/2020 12:00:00 AM,21-Jun-20,6/21/2020 12:00:00 AM,Jun WK03 2020
6/22/2020 12:00:00 AM,22-Jun-20,6/21/2020 12:00:00 AM,Jun WK03 2020
6/23/2020 12:00:00 AM,23-Jun-20,6/21/2020 12:00:00 AM,Jun WK03 2020
6/24/2020 12:00:00 AM,24-Jun-20,6/21/2020 12:00:00 AM,Jun WK03 2020
6/25/2020 12:00:00 AM,25-Jun-20,6/21/2020 12:00:00 AM,Jun WK03 2020
6/26/2020 12:00:00 AM,26-Jun-20,6/21/2020 12:00:00 AM,Jun WK03 2020
6/27/2020 12:00:00 AM,27-Jun-20,6/21/2020 12:00:00 AM,Jun WK03 2020
6/28/2020 12:00:00 AM,28-Jun-20,6/28/2020 12:00:00 AM,Jun WK04 2020
6/29/2020 12:00:00 AM,29-Jun-20,6/28/2020 12:00:00 AM,Jun WK04 2020
6/30/2020 12:00:00 AM,30-Jun-20,6/28/2020 12:00:00 AM,Jun WK04 2020
7/1/2020 12:00:00 AM,01-Jul-20,6/28/2020 12:00:00 AM,Jun WK04 2020
7/2/2020 12:00:00 AM,02-Jul-20,6/28/2020 12:00:00 AM,Jun WK04 2020
7/3/2020 12:00:00 AM,03-Jul-20,6/28/2020 12:00:00 AM,Jun WK04 2020
7/4/2020 12:00:00 AM,04-Jul-20,6/28/2020 12:00:00 AM,Jun WK04 2020
7/5/2020 12:00:00 AM,05-Jul-20,7/5/2020 12:00:00 AM,Jul WK01 2020
7/6/2020 12:00:00 AM,06-Jul-20,7/5/2020 12:00:00 AM,Jul WK01 2020
7/7/2020 12:00:00 AM,07-Jul-20,7/5/2020 12:00:00 AM,Jul WK01 2020
7/8/2020 12:00:00 AM,08-Jul-20,7/5/2020 12:00:00 AM,Jul WK01 2020
7/9/2020 12:00:00 AM,09-Jul-20,7/5/2020 12:00:00 AM,Jul WK01 2020
7/10/2020 12:00:00 AM,10-Jul-20,7/5/2020 12:00:00 AM,Jul WK01 2020
7/11/2020 12:00:00 AM,11-Jul-20,7/5/2020 12:00:00 AM,Jul WK01 2020
7/12/2020 12:00:00 AM,12-Jul-20,7/12/2020 12:00:00 AM,Jul WK02 2020
7/13/2020 12:00:00 AM,13-Jul-20,7/12/2020 12:00:00 AM,Jul WK02 2020
7/14/2020 12:00:00 AM,14-Jul-20,7/12/2020 12:00:00 AM,Jul WK02 2020
7/15/2020 12:00:00 AM,15-Jul-20,7/12/2020 12:00:00 AM,Jul WK02 2020
7/16/2020 12:00:00 AM,16-Jul-20,7/12/2020 12:00:00 AM,Jul WK02 2020
7/17/2020 12:00:00 AM,17-Jul-20,7/12/2020 12:00:00 AM,Jul WK02 2020
7/18/2020 12:00:00 AM,18-Jul-20,7/12/2020 12:00:00 AM,Jul WK02 2020
7/19/2020 12:00:00 AM,19-Jul-20,7/19/2020 12:00:00 AM,Jul WK03 2020
7/20/2020 12:00:00 AM,20-Jul-20,7/19/2020 12:00:00 AM,Jul WK03 2020
7/21/2020 12:00:00 AM,21-Jul-20,7/19/2020 12:00:00 AM,Jul WK03 2020
7/22/2020 12:00:00 AM,22-Jul-20,7/19/2020 12:00:00 AM,Jul WK03 2020
7/23/2020 12:00:00 AM,23-Jul-20,7/19/2020 12:00:00 AM,Jul WK03 2020
7/24/2020 12:00:00 AM,24-Jul-20,7/19/2020 12:00:00 AM,Jul WK03 2020
7/25/2020 12:00:00 AM,25-Jul-20,7/19/2020 12:00:00 AM,Jul WK03 2020
7/26/2020 12:00:00 AM,26-Jul-20,7/26/2020 12:00:00 AM,Jul WK04 2020
7/27/2020 12:00:00 AM,27-Jul-20,7/26/2020 12:00:00 AM,Jul WK04 2020
7/28/2020 12:00:00 AM,28-Jul-20,7/26/2020 12:00:00 AM,Jul WK04 2020
7/29/2020 12:00:00 AM,29-Jul-20,7/26/2020 12:00:00 AM,Jul WK04 2020
7/30/2020 12:00:00 AM,30-Jul-20,7/26/2020 12:00:00 AM,Jul WK04 2020
7/31/2020 12:00:00 AM,31-Jul-20,7/26/2020 12:00:00 AM,Jul WK04 2020
8/1/2020 12:00:00 AM,01-Aug-20,7/26/2020 12:00:00 AM,Jul WK04 2020
8/2/2020 12:00:00 AM,02-Aug-20,8/2/2020 12:00:00 AM,Aug WK01 2020
8/3/2020 12:00:00 AM,03-Aug-20,8/2/2020 12:00:00 AM,Aug WK01 2020
8/4/2020 12:00:00 AM,04-Aug-20,8/2/2020 12:00:00 AM,Aug WK01 2020
8/5/2020 12:00:00 AM,05-Aug-20,8/2/2020 12:00:00 AM,Aug WK01 2020
8/6/2020 12:00:00 AM,06-Aug-20,8/2/2020 12:00:00 AM,Aug WK01 2020
8/7/2020 12:00:00 AM,07-Aug-20,8/2/2020 12:00:00 AM,Aug WK01 2020
8/8/2020 12:00:00 AM,08-Aug-20,8/2/2020 12:00:00 AM,Aug WK01 2020
8/9/2020 12:00:00 AM,09-Aug-20,8/9/2020 12:00:00 AM,Aug WK02 2020
8/10/2020 12:00:00 AM,10-Aug-20,8/9/2020 12:00:00 AM,Aug WK02 2020
8/11/2020 12:00:00 AM,11-Aug-20,8/9/2020 12:00:00 AM,Aug WK02 2020
8/12/2020 12:00:00 AM,12-Aug-20,8/9/2020 12:00:00 AM,Aug WK02 2020
8/13/2020 12:00:00 AM,13-Aug-20,8/9/2020 12:00:00 AM,Aug WK02 2020
8/14/2020 12:00:00 AM,14-Aug-20,8/9/2020 12:00:00 AM,Aug WK02 2020
8/15/2020 12:00:00 AM,15-Aug-20,8/9/2020 12:00:00 AM,Aug WK02 2020
8/16/2020 12:00:00 AM,16-Aug-20,8/16/2020 12:00:00 AM,Aug WK03 2020
8/17/2020 12:00:00 AM,17-Aug-20,8/16/2020 12:00:00 AM,Aug WK03 2020
8/18/2020 12:00:00 AM,18-Aug-20,8/16/2020 12:00:00 AM,Aug WK03 2020
8/19/2020 12:00:00 AM,19-Aug-20,8/16/2020 12:00:00 AM,Aug WK03 2020
8/20/2020 12:00:00 AM,20-Aug-20,8/16/2020 12:00:00 AM,Aug WK03 2020
8/21/2020 12:00:00 AM,21-Aug-20,8/16/2020 12:00:00 AM,Aug WK03 2020
8/22/2020 12:00:00 AM,22-Aug-20,8/16/2020 12:00:00 AM,Aug WK03 2020
8/23/2020 12:00:00 AM,23-Aug-20,8/23/2020 12:00:00 AM,Aug WK04 2020
8/24/2020 12:00:00 AM,24-Aug-20,8/23/2020 12:00:00 AM,Aug WK04 2020
8/25/2020 12:00:00 AM,25-Aug-20,8/23/2020 12:00:00 AM,Aug WK04 2020
8/26/2020 12:00:00 AM,26-Aug-20,8/23/2020 12:00:00 AM,Aug WK04 2020
8/27/2020 12:00:00 AM,27-Aug-20,8/23/2020 12:00:00 AM,Aug WK04 2020
8/28/2020 12:00:00 AM,28-Aug-20,8/23/2020 12:00:00 AM,Aug WK04 2020
8/29/2020 12:00:00 AM,29-Aug-20,8/23/2020 12:00:00 AM,Aug WK04 2020
8/30/2020 12:00:00 AM,30-Aug-20,8/30/2020 12:00:00 AM,Aug WK05 2020
8/31/2020 12:00:00 AM,31-Aug-20,8/30/2020 12:00:00 AM,Aug WK05 2020
9/1/2020 12:00:00 AM,01-Sep-20,8/30/2020 12:00:00 AM,Aug WK05 2020
9/2/2020 12:00:00 AM,02-Sep-20,8/30/2020 12:00:00 AM,Aug WK05 2020
9/3/2020 12:00:00 AM,03-Sep-20,8/30/2020 12:00:00 AM,Aug WK05 2020
9/4/2020 12:00:00 AM,04-Sep-20,8/30/2020 12:00:00 AM,Aug WK05 2020
9/5/2020 12:00:00 AM,05-Sep-20,8/30/2020 12:00:00 AM,Aug WK05 2020
9/6/2020 12:00:00 AM,06-Sep-20,9/6/2020 12:00:00 AM,Sep WK01 2020
9/7/2020 12:00:00 AM,07-Sep-20,9/6/2020 12:00:00 AM,Sep WK01 2020
9/8/2020 12:00:00 AM,08-Sep-20,9/6/2020 12:00:00 AM,Sep WK01 2020
9/9/2020 12:00:00 AM,09-Sep-20,9/6/2020 12:00:00 AM,Sep WK01 2020
9/10/2020 12:00:00 AM,10-Sep-20,9/6/2020 12:00:00 AM,Sep WK01 2020
9/11/2020 12:00:00 AM,11-Sep-20,9/6/2020 12:00:00 AM,Sep WK01 2020
9/12/2020 12:00:00 AM,12-Sep-20,9/6/2020 12:00:00 AM,Sep WK01 2020
9/13/2020 12:00:00 AM,13-Sep-20,9/13/2020 12:00:00 AM,Sep WK02 2020
9/14/2020 12:00:00 AM,14-Sep-20,9/13/2020 12:00:00 AM,Sep WK02 2020
9/15/2020 12:00:00 AM,15-Sep-20,9/13/2020 12:00:00 AM,Sep WK02 2020
9/16/2020 12:00:00 AM,16-Sep-20,9/13/2020 12:00:00 AM,Sep WK02 2020
9/17/2020 12:00:00 AM,17-Sep-20,9/13/2020 12:00:00 AM,Sep WK02 2020
9/18/2020 12:00:00 AM,18-Sep-20,9/13/2020 12:00:00 AM,Sep WK02 2020
9/19/2020 12:00:00 AM,19-Sep-20,9/13/2020 12:00:00 AM,Sep WK02 2020
9/20/2020 12:00:00 AM,20-Sep-20,9/20/2020 12:00:00 AM,Sep WK03 2020
9/21/2020 12:00:00 AM,21-Sep-20,9/20/2020 12:00:00 AM,Sep WK03 2020
9/22/2020 12:00:00 AM,22-Sep-20,9/20/2020 12:00:00 AM,Sep WK03 2020
9/23/2020 12:00:00 AM,23-Sep-20,9/20/2020 12:00:00 AM,Sep WK03 2020
9/24/2020 12:00:00 AM,24-Sep-20,9/20/2020 12:00:00 AM,Sep WK03 2020
9/25/2020 12:00:00 AM,25-Sep-20,9/20/2020 12:00:00 AM,Sep WK03 2020
9/26/2020 12:00:00 AM,26-Sep-20,9/20/2020 12:00:00 AM,Sep WK03 2020
9/27/2020 12:00:00 AM,27-Sep-20,9/27/2020 12:00:00 AM,Sep WK04 2020
9/28/2020 12:00:00 AM,28-Sep-20,9/27/2020 12:00:00 AM,Sep WK04 2020
9/29/2020 12:00:00 AM,29-Sep-20,9/27/2020 12:00:00 AM,Sep WK04 2020
9/30/2020 12:00:00 AM,30-Sep-20,9/27/2020 12:00:00 AM,Sep WK04 2020
10/1/2020 12:00:00 AM,01-Oct-20,9/27/2020 12:00:00 AM,Sep WK04 2020
10/2/2020 12:00:00 AM,02-Oct-20,9/27/2020 12:00:00 AM,Sep WK04 2020
10/3/2020 12:00:00 AM,03-Oct-20,9/27/2020 12:00:00 AM,Sep WK04 2020
10/4/2020 12:00:00 AM,04-Oct-20,10/4/2020 12:00:00 AM,Oct WK01 2020
10/5/2020 12:00:00 AM,05-Oct-20,10/4/2020 12:00:00 AM,Oct WK01 2020
10/6/2020 12:00:00 AM,06-Oct-20,10/4/2020 12:00:00 AM,Oct WK01 2020
10/7/2020 12:00:00 AM,07-Oct-20,10/4/2020 12:00:00 AM,Oct WK01 2020
10/8/2020 12:00:00 AM,08-Oct-20,10/4/2020 12:00:00 AM,Oct WK01 2020
10/9/2020 12:00:00 AM,09-Oct-20,10/4/2020 12:00:00 AM,Oct WK01 2020
10/10/2020 12:00:00 AM,10-Oct-20,10/4/2020 12:00:00 AM,Oct WK01 2020
10/11/2020 12:00:00 AM,11-Oct-20,10/11/2020 12:00:00 AM,Oct WK02 2020
10/12/2020 12:00:00 AM,12-Oct-20,10/11/2020 12:00:00 AM,Oct WK02 2020
10/13/2020 12:00:00 AM,13-Oct-20,10/11/2020 12:00:00 AM,Oct WK02 2020
10/14/2020 12:00:00 AM,14-Oct-20,10/11/2020 12:00:00 AM,Oct WK02 2020
10/15/2020 12:00:00 AM,15-Oct-20,10/11/2020 12:00:00 AM,Oct WK02 2020
10/16/2020 12:00:00 AM,16-Oct-20,10/11/2020 12:00:00 AM,Oct WK02 2020
10/17/2020 12:00:00 AM,17-Oct-20,10/11/2020 12:00:00 AM,Oct WK02 2020
10/18/2020 12:00:00 AM,18-Oct-20,10/18/2020 12:00:00 AM,Oct WK03 2020
10/19/2020 12:00:00 AM,19-Oct-20,10/18/2020 12:00:00 AM,Oct WK03 2020
10/20/2020 12:00:00 AM,20-Oct-20,10/18/2020 12:00:00 AM,Oct WK03 2020
10/21/2020 12:00:00 AM,21-Oct-20,10/18/2020 12:00:00 AM,Oct WK03 2020
10/22/2020 12:00:00 AM,22-Oct-20,10/18/2020 12:00:00 AM,Oct WK03 2020
10/23/2020 12:00:00 AM,23-Oct-20,10/18/2020 12:00:00 AM,Oct WK03 2020
10/24/2020 12:00:00 AM,24-Oct-20,10/18/2020 12:00:00 AM,Oct WK03 2020
10/25/2020 12:00:00 AM,25-Oct-20,10/25/2020 12:00:00 AM,Oct WK04 2020
10/26/2020 12:00:00 AM,26-Oct-20,10/25/2020 12:00:00 AM,Oct WK04 2020
10/27/2020 12:00:00 AM,27-Oct-20,10/25/2020 12:00:00 AM,Oct WK04 2020
10/28/2020 12:00:00 AM,28-Oct-20,10/25/2020 12:00:00 AM,Oct WK04 2020
10/29/2020 12:00:00 AM,29-Oct-20,10/25/2020 12:00:00 AM,Oct WK04 2020
10/30/2020 12:00:00 AM,30-Oct-20,10/25/2020 12:00:00 AM,Oct WK04 2020
10/31/2020 12:00:00 AM,31-Oct-20,10/25/2020 12:00:00 AM,Oct WK04 2020
11/1/2020 12:00:00 AM,01-Nov-20,11/1/2020 12:00:00 AM,Nov WK01 2020
11/2/2020 12:00:00 AM,02-Nov-20,11/1/2020 12:00:00 AM,Nov WK01 2020
11/3/2020 12:00:00 AM,03-Nov-20,11/1/2020 12:00:00 AM,Nov WK01 2020
11/4/2020 12:00:00 AM,04-Nov-20,11/1/2020 12:00:00 AM,Nov WK01 2020
11/5/2020 12:00:00 AM,05-Nov-20,11/1/2020 12:00:00 AM,Nov WK01 2020
11/6/2020 12:00:00 AM,06-Nov-20,11/1/2020 12:00:00 AM,Nov WK01 2020
11/7/2020 12:00:00 AM,07-Nov-20,11/1/2020 12:00:00 AM,Nov WK01 2020
11/8/2020 12:00:00 AM,08-Nov-20,11/8/2020 12:00:00 AM,Nov WK02 2020
11/9/2020 12:00:00 AM,09-Nov-20,11/8/2020 12:00:00 AM,Nov WK02 2020
11/10/2020 12:00:00 AM,10-Nov-20,11/8/2020 12:00:00 AM,Nov WK02 2020
11/11/2020 12:00:00 AM,11-Nov-20,11/8/2020 12:00:00 AM,Nov WK02 2020
11/12/2020 12:00:00 AM,12-Nov-20,11/8/2020 12:00:00 AM,Nov WK02 2020
11/13/2020 12:00:00 AM,13-Nov-20,11/8/2020 12:00:00 AM,Nov WK02 2020
11/14/2020 12:00:00 AM,14-Nov-20,11/8/2020 12:00:00 AM,Nov WK02 2020
11/15/2020 12:00:00 AM,15-Nov-20,11/15/2020 12:00:00 AM,Nov WK03 2020
11/16/2020 12:00:00 AM,16-Nov-20,11/15/2020 12:00:00 AM,Nov WK03 2020
11/17/2020 12:00:00 AM,17-Nov-20,11/15/2020 12:00:00 AM,Nov WK03 2020
11/18/2020 12:00:00 AM,18-Nov-20,11/15/2020 12:00:00 AM,Nov WK03 2020
11/19/2020 12:00:00 AM,19-Nov-20,11/15/2020 12:00:00 AM,Nov WK03 2020
11/20/2020 12:00:00 AM,20-Nov-20,11/15/2020 12:00:00 AM,Nov WK03 2020
11/21/2020 12:00:00 AM,21-Nov-20,11/15/2020 12:00:00 AM,Nov WK03 2020
11/22/2020 12:00:00 AM,22-Nov-20,11/22/2020 12:00:00 AM,Nov WK04 2020
11/23/2020 12:00:00 AM,23-Nov-20,11/22/2020 12:00:00 AM,Nov WK04 2020
11/24/2020 12:00:00 AM,24-Nov-20,11/22/2020 12:00:00 AM,Nov WK04 2020
11/25/2020 12:00:00 AM,25-Nov-20,11/22/2020 12:00:00 AM,Nov WK04 2020
